FECHA;COMP.;CODIGO;CUENTA;CONCEPTO; DEBE ; HABER ;REFERENCIA
31/3/2024;80;1112002;Banco BancaAmiga;Transferencias realizadas BancaAmiga;;145.266,34;BancaAmiga
31/3/2024;80;5131006;Bonificaciones Contractuales             ;transferencias trabajadores;13.575,28;;BancaAmiga
31/3/2024;80;2161001;Nomina por Pagar;transferencias trabajadores;3.144,72;;BancaAmiga
31/3/2024;80;2114010;Otras Cuentas por Pagar ;transferencias trabajadores;;16.720,00;BancaAmiga
31/3/2024;80;2121001;Débito Fiscal IVA;Declaracion de IVA;11.639,12;;IVA
31/3/2024;80;1141001;Crédito Fiscal IVA Compras;Declaracion de IVA;;0;IVA
31/3/2024;80;1141002;Retención 75% IVA Clientes;Declaracion de IVA;;1.838,47;IVA
31/3/2024;80;2121003;IVA por Pagar;Declaracion de IVA;;9.800,65;IVA
31/3/2024;80;1142004;ISLR Otros;Islr 1%;727,45;;Islr
31/3/2024;80;2124004;Islr 1% por pagar;Islr 1%;;727,45;Islr
31/3/2024;80;6121023;Comidas, Viajes y Traslados                       ;PASAJE EMPLEADOS SEMANA DEL 22 Y 28 DE MARZO;620;;pago
31/3/2024;80;2114001;Cuentas por Pagar Directivos;PASAJE EMPLEADOS SEMANA DEL 22 Y 28 DE MARZO;;620;pago
31/3/2024;80;5131016;Trabajos a Destajo;MIGUELINA TORRES-limpieza de oficina 75usd;2.700,00;;pago
31/3/2024;80;2114001;Cuentas por Pagar Directivos;MIGUELINA TORRES-limpieza de oficina 75usd;;2.700,00;pago
31/3/2024;80;1112002;Banco BancaAmiga;Transferencias Recibidas Bancamiga;79.454,01;;BancAmiga
31/3/2024;80;1111001;Caja Principal;LIQUIDACION DE PUNTO;;61.609,65;BancAmiga
31/3/2024;80;1111001;Caja Principal;PAGO DIRECTO;;13.711,48;BancAmiga
31/3/2024;80;1111001;Caja Principal;REINTEGRO DE TRANS NUMER  4345 DEL 18/03;;1.500,00;BancAmiga
31/3/2024;80;1111001;Caja Principal;PRIMER REINTEGRO DE TRANS NUMER  4345 DEL 18/03;;1.500,00;BancAmiga
31/3/2024;80;1111001;Caja Principal;TICKET;;906,5;BancAmiga
31/3/2024;80;4141003;Ingresos Otros;INT;;226,38;BancAmiga
31/3/2024;80;2114010;Otras Cuentas por Pagar ;pago facturas varias sami pan, excelsior, farmacia;7.668,69;;pago
31/3/2024;80;2114001;Cuentas por Pagar Directivos;pago facturas varias sami pan, excelsior, farmacia;;7.668,69;pago
31/3/2024;80;2161001;Nomina por Pagar;pago nomina;783,8;;pago
31/3/2024;80;2114001;Cuentas por Pagar Directivos;pago nomina;;783,8;pago
15/4/2024;81;6121018;Aseo Urbano                      ;INVERSIONES FOSPUCA BARUTA, C.A. ;6.478,98;;1000262014
15/4/2024;81;1141001;Crédito Fiscal IVA Compras;INVERSIONES FOSPUCA BARUTA, C.A. ;1.036,64;;1000262014
15/4/2024;81;2124009;IVA Retenido a Proveedores;INVERSIONES FOSPUCA BARUTA, C.A. ;;777,48;2,02E+13
15/4/2024;81;2122003;ISLR Retenido a Proveedores;INVERSIONES FOSPUCA BARUTA, C.A. ;;129,58;1000262014
15/4/2024;81;2114010;Otras Cuentas por Pagar ;INVERSIONES FOSPUCA BARUTA, C.A. ;;6.608,56;1000262014
15/4/2024;81;6121016;Papeleria;BAZAR Y LIBRERÍA ARAIRA JF, C.A.;402,82;;41193
15/4/2024;81;6121046;IGTF Moneda Nacional       ;BAZAR Y LIBRERÍA ARAIRA JF, C.A.;10,88;;41193
15/4/2024;81;2114010;Otras Cuentas por Pagar ;BAZAR Y LIBRERÍA ARAIRA JF, C.A.;;10,88;41193
15/4/2024;81;2114010;Otras Cuentas por Pagar ;BAZAR Y LIBRERÍA ARAIRA JF, C.A.;;402,82;41193
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;131,66;;34237
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;131,66;34237
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;213,79;;53269
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;213,79;53269
15/4/2024;81;6121027;Gastos Medicos;FARMACIA VIZCAYA 26, C.A. ;108,32;;25967
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FARMACIA VIZCAYA 26, C.A. ;;108,32;25967
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;256,68;;22563
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;256,68;22563
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;PAULAS BAKERY, C.A. ;549,63;;42589
15/4/2024;81;2114010;Otras Cuentas por Pagar ;PAULAS BAKERY, C.A. ;;549,63;42589
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;554,34;;52674
15/4/2024;81;6121046;IGTF Moneda Nacional       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;16,63;;52674
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;16,63;52674
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;554,34;52674
15/4/2024;81;6121027;Gastos Medicos;FARMACIA TRIALCA, C.A. ;348,34;;17276
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FARMACIA TRIALCA, C.A. ;;348,34;17276
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;446,14;;52697
15/4/2024;81;6121046;IGTF Moneda Nacional       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;10,86;;52697
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;10,86;52697
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;446,14;52697
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;1.139,46;;38308
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;1.139,46;38308
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;832,09;;33930
15/4/2024;81;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;832,09;33930
15/4/2024;81;6121027;Gastos Medicos;FARMACIA TRIALCA, C.A. ;132,31;;17151
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FARMACIA TRIALCA, C.A. ;;132,31;17151
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;PANADERIA PASTELERIA SAMI PAN I.G., C.A. ;151,43;;123145
15/4/2024;81;2114010;Otras Cuentas por Pagar ;PANADERIA PASTELERIA SAMI PAN I.G., C.A. ;;151,43;123145
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;379,9;;97509
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;379,9;97509
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.224,61;1678
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;675,94;1678
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;4.900,55;;1678
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.138,50;1679
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;662,16;1679
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;4.800,66;;1679
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.724,90;1680
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.075,98;1680
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;7.800,88;;1680
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.604,67;1681
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;896,75;1681
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;6.501,42;;1681
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.207,55;1682
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;993,21;1682
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;7.200,76;;1682
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.224,48;1683
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;675,92;1683
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;4.900,40;;1683
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;2.586,38;1684
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;413,82;1684
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;3.000,20;;1684
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.259,26;1685
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;841,48;1685
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;6.100,74;;1685
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.500,97;1686
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.200,16;1686
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;8.701,13;;1686
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.345,60;1687
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;855,3;1687
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;6.200,90;;1687
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.259,24;1688
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;841,48;1688
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;6.100,72;;1688
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.845,72;1689
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.255,32;1689
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;9.101,04;;1689
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;3.965,80;1690
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;634,53;1690
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;4.600,33;;1690
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;1.465,64;1691
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;234,5;1691
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;1.700,14;;1691
15/4/2024;81;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.914,55;1692
15/4/2024;81;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;786,33;1692
15/4/2024;81;1111001;Caja Principal;RESUMEN DEL DIA;5.700,88;;1692
15/4/2024;81;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;CORPORACION PAYTECH C.A.;;18.632,61;22726
15/4/2024;81;2121001;Débito Fiscal IVA;CORPORACION PAYTECH C.A.;;2.981,22;22726
15/4/2024;81;1141002;Retención 75% IVA Clientes;CORPORACION PAYTECH C.A.;2.235,91;;22726
15/4/2024;81;1142001;ISLR Retenido por Clientes;CORPORACION PAYTECH C.A.;372,65;;22726
15/4/2024;81;6121040;Gastos de Bancarios y Pasarelas de pago                    ;CORPORACION PAYTECH C.A.;432,28;;22726
15/4/2024;81;1111001;Caja Principal;CORPORACION PAYTECH C.A.;18.572,99;;22726
15/4/2024;81;2121001;Débito Fiscal IVA;Declaracion de Iva;15.024,08;;Iva
15/4/2024;81;1141001;Crédito Fiscal IVA Compras;Declaracion de Iva;;1.036,64;Iva
15/4/2024;81;1141002;Retención 75% IVA Clientes;Declaracion de Iva;;2.235,91;Iva
15/4/2024;81;2121003;IVA por Pagar;Declaracion de Iva;;11.751,53;Iva
15/4/2024;81;1142004;ISLR Otros;Islr 1%;939;;Islr
15/4/2024;81;2124004;Islr 1% por pagar;Islr 1%;;939;Islr
15/4/2024;81;6121046;IGTF Moneda Nacional       ;ITF;121,97;;Bdv
15/4/2024;81;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;205,01;;Bdv
15/4/2024;81;1111001;Caja Principal;TRANSF A BANCAMIGA PARA PAGAR SEMAT;1.500,00;;Bdv
15/4/2024;81;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;3.400,00;;Bdv
15/4/2024;81;5131016;Trabajos a Destajo;MIGUELINA TORRES LIMPIEZA OFICINA;380;;Bdv
15/4/2024;81;5132010;mantenimiento equipos control de acceso vehicular;COMPL ALQUILER DE EQUIPOS MIREYA DE MACIAS;700;;Bdv
15/4/2024;81;2114010;Otras Cuentas por Pagar ;TRANSF XXXXX;1.147,95;;Bdv
15/4/2024;81;2122003;ISLR Retenido a Proveedores;PLANILLA 99074;130,57;;Bdv
15/4/2024;81;2141003;Aportes INCES ;PAGO INCES;59,8;;Bdv
15/4/2024;81;2141002;Aportes FAOV ;BANAVIH;27,3;;Bdv
15/4/2024;81;2141001;Aportes IVSS Y SPF ;IVSS;178,2;;Bdv
15/4/2024;81;1112003;Banco de Venezuela;Transferencias Realizadas Bdv;;7.850,80;Bdv
15/4/2024;81;1112003;Banco de Venezuela;Transferencias Recibidas Bdv;12.200,00;;Bdv
15/4/2024;81;1111001;Caja Principal;TRANSF DESDE BANCAMIGA;;12.200,00;Bdv
15/4/2024;81;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;2.750,87;;Bancamiga
15/4/2024;81;6121046;IGTF Moneda Nacional       ;ITF;2.000,20;;Bancamiga
15/4/2024;81;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;23.669,16;;Bancamiga
15/4/2024;81;2114010;Otras Cuentas por Pagar ;FOSPUCA MARZO 2024;6.608,56;;Bancamiga
15/4/2024;81;6121020;Internet;CORPORACION TELEMIC  INTER;2.213,45;;Bancamiga
15/4/2024;81;1111001;Caja Principal;COMPRA DIV;362,9;;Bancamiga
15/4/2024;81;6121031;Honorarios Profesionales;FREDDY SANCHEZ  DECLARACIONES ISLR;2.280,00;;Bancamiga
15/4/2024;81;5132007;vigilancia;SEGURIDAD CC LAS COLINAS;666;;Bancamiga
15/4/2024;81;1111001;Caja Principal;TRANSF A BCO VZLA;12.200,00;;Bancamiga
15/4/2024;81;5131016;Trabajos a Destajo;TRANSF ALEJANDRA;150;;Bancamiga
15/4/2024;81;6121025;Impuestos Municipales                       ;PAGO SEMAT;5.195,45;;Bancamiga
15/4/2024;81;2124004;Islr 1% por pagar;PLANILLA  99044;727,44;;Bancamiga
15/4/2024;81;5132010;mantenimiento equipos control de acceso vehicular;PAGO A LUIS ESPINOZA MANTENIMIENTO EQUIPOS FEDERAL APD;3.800,00;;Bancamiga
15/4/2024;81;5132010;mantenimiento equipos control de acceso vehicular;PAGO GIANCARLOS CATALGO MANTENIMIENTOS PROGRAMA DE TARJETAS DE ACCESO;3.800,00;;Bancamiga
15/4/2024;81;5132010;mantenimiento equipos control de acceso vehicular;ALQUILER DE EQUIPOS FEDERAL APD;5.000,00;;Bancamiga
15/4/2024;81;2114010;Otras Cuentas por Pagar ;TRANSF XXXXX;3.800,00;;Bancamiga
15/4/2024;81;2114010;Otras Cuentas por Pagar ;TRANSF XXXXX;3.800,00;;Bancamiga
15/4/2024;81;5132012;reparaciones menores en la infraestructura;MANTENIMIENTO JARDINES;760;;Bancamiga
15/4/2024;81;2114010;Otras Cuentas por Pagar ;TRANSF XXXXX;3.800,00;;Bancamiga
15/4/2024;81;2114010;Otras Cuentas por Pagar ;TRANSF XXXXX;4.053,46;;Bancamiga
15/4/2024;81;5132012;reparaciones menores en la infraestructura;MANTENIMIENTO  ESTAC ;760;;Bancamiga
15/4/2024;81;2114010;Otras Cuentas por Pagar ;TRANSF XXXXX;3.000,00;;Bancamiga
15/4/2024;81;2111002;Obliganciones Bancarias BancaAmiga;NOTA DE DEBITO CREDITO BANCARIO;11.409,41;;Bancamiga
15/4/2024;81;1112002;Banco BancaAmiga;Transferencias Realizadas Bancamiga;;102.806,90;Bancamiga
15/4/2024;81;1112002;Banco BancaAmiga;Transferencias recibidas BancaAmiga;103.581,05;;Bancamiga
15/4/2024;81;1111001;Caja Principal;LIQUIDACION DE PUNTO;;83.236,12;Bancamiga
15/4/2024;81;4141003;Ingresos Otros;INT;;271,95;Bancamiga
15/4/2024;81;1111001;Caja Principal;TRANSF DESDE VZLA;;1.500,00;Bancamiga
15/4/2024;81;1111001;Caja Principal;PAGO DIRECTO;;18.572,98;Bancamiga
15/4/2024;81;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;86,55;;Banesco 
15/4/2024;81;6121046;IGTF Moneda Nacional       ;ITF;122,83;;Banesco 
15/4/2024;81;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;5.475,00;;Banesco 
15/4/2024;81;6121019;Teléfono - Celulares                              ;RECARGA TELEFONICA;580;;Banesco 
15/4/2024;81;1112001;Banco Banesco;Transferencias realizadas banesco ;;6.264,38;Banesco 
15/4/2024;81;1112001;Banco Banesco;Transferencias recibidas Banesco;6.570,00;;Banesco 
15/4/2024;81;1111001;Caja Principal;TICKET;;6.570,00;Banesco 
15/4/2024;81;2161001;Nomina por Pagar;Transferencias trabajadores;3.928,53;;pago
15/4/2024;81;5131006;Bonificaciones Contractuales             ;Transferencias trabajadores;15.672,88;;pago
15/4/2024;81;2114010;Otras Cuentas por Pagar ;Transferencias trabajadores;;19.601,41;pago
15/4/2024;81;5131001;Sueldos Empleados                                ;1ra QUINCENA MES 04-2024;390;;Nomina
15/4/2024;81;5131005;Bono de Alimentación                     ;1ra QUINCENA MES 04-2024;4.351,20;;Nomina
15/4/2024;81;5131008;Prestaciones Sociales-Antiguedad               ;1ra QUINCENA MES 04-2024;81,9;;Nomina
15/4/2024;81;5131009;Vacaciones                                        ;1ra QUINCENA MES 04-2024;16,25;;Nomina
15/4/2024;81;5131010;Utilidades;1ra QUINCENA MES 04-2024;32,5;;Nomina
15/4/2024;81;5131012;Aporte IVSS;1ra QUINCENA MES 04-2024;28,6;;Nomina
15/4/2024;81;5131013;Aporte I.N.C.E                                    ;1ra QUINCENA MES 04-2024;7,8;;Nomina
15/4/2024;81;5131014;Aporte FAOV                                     ;1ra QUINCENA MES 04-2024;7,8;;Nomina
15/4/2024;81;2131002;Retenciones IVSS Empleados;1ra QUINCENA MES 04-2024;;18;Nomina
15/4/2024;81;2131003;Retenciones SPF Empleados;1ra QUINCENA MES 04-2024;;2,25;Nomina
15/4/2024;81;2131004;Retenciones FAOV Empleados;1ra QUINCENA MES 04-2024;;6,25;Nomina
15/4/2024;81;2141001;Aportes IVSS Y SPF ;1ra QUINCENA MES 04-2024;;28,6;Nomina
15/4/2024;81;2141002;Aportes FAOV ;1ra QUINCENA MES 04-2024;;7,8;Nomina
15/4/2024;81;2141003;Aportes INCES ;1ra QUINCENA MES 04-2024;;7,8;Nomina
15/4/2024;81;2161004;Vacaciones por pagar;1ra QUINCENA MES 04-2024;;16,25;Nomina
15/4/2024;81;2161005;Utilidades por pagar;1ra QUINCENA MES 04-2024;;32,5;Nomina
15/4/2024;81;2241001;Prestaciones Sociales por Pagar;1ra QUINCENA MES 04-2024;;81,9;Nomina
15/4/2024;81;2161001;Nomina por Pagar;1ra QUINCENA MES 04-2024;;4.714,70;Nomina
15/4/2024;81;5131016;Trabajos a Destajo;MIGUELINA TORRES LIMPIEZA OFICINA 50Usd;1.800,00;;pago
15/4/2024;81;2114001;Cuentas por Pagar Directivos;MIGUELINA TORRES LIMPIEZA OFICINA 50Usd;;1.800,00;pago
15/4/2024;81;6121023;Comidas, Viajes y Traslados                       ;PASAJE EMPLEADOS SEMANAS 6 Y 13 DE ABRIL;1.420,00;;pago
15/4/2024;81;2114001;Cuentas por Pagar Directivos;PASAJE EMPLEADOS SEMANAS 6 Y 13 DE ABRIL;;1.420,00;pago
15/4/2024;81;2114010;Otras Cuentas por Pagar ;pago de facturas varias excelsior, farmacia trialca, farmatodo;5.685,28;;pago
15/4/2024;81;2114001;Cuentas por Pagar Directivos;pago de facturas varias excelsior, farmacia trialca, farmatodo;;5.685,28;pago
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;PAULAS BAKERY, C.A. ;372,91;;43216
30/4/2024;82;2114010;Otras Cuentas por Pagar ;PAULAS BAKERY, C.A. ;;372,91;43216
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;290,74;;42984
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;290,74;42984
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;PAULAS BAKERY, C.A. ;600,29;;43109
30/4/2024;82;2114010;Otras Cuentas por Pagar ;PAULAS BAKERY, C.A. ;;600,29;43109
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;145,37;;22121
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;145,37;22121
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;377,38;;63041
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;377,38;63041
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;144,85;;55164
30/4/2024;82;6121046;IGTF Moneda Nacional       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;4,35;;55164
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;4,35;55164
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;144,85;55164
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;144,97;;17906
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;144,97;17906
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;320,92;;62712
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;320,92;62712
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;1.396,43;;44220
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;1.396,43;44220
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;764,05;;59713
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;764,05;59713
30/4/2024;82;6121023;Comidas, Viajes y Traslados                       ;PLANSUAREZ, C.A. ;278,64;;104259
30/4/2024;82;2114010;Otras Cuentas por Pagar ;PLANSUAREZ, C.A. ;;278,64;104259
30/4/2024;82;5132012;reparaciones menores en la infraestructura;EL RUSTICO DOS SANTOS, C.A. ;108,87;;2818
30/4/2024;82;2114010;Otras Cuentas por Pagar ;EL RUSTICO DOS SANTOS, C.A. ;;108,87;2818
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.000,68;1693
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;800,11;1693
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;5.800,79;;1693
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.466,35;1694
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.034,62;1694
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;7.500,97;;1694
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.345,54;1695
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;855,29;1695
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;6.200,83;;1695
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.638,35;1696
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.062,14;1696
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;7.700,49;;1696
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;2.241,60;1697
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;358,66;1697
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;2.600,26;;1697
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;2.931,26;1698
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;469;1698
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;3.400,26;;1698
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.173,21;1699
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;827,71;1699
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;6.000,92;;1699
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.638,71;1700
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.062,19;1700
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;7.700,90;;1700
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.983,60;1701
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.117,38;1701
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;8.100,98;;1701
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.501,55;1702
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.200,25;1702
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;8.701,80;;1702
30/4/2024;82;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.638,70;1703
30/4/2024;82;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.062,19;1703
30/4/2024;82;1111001;Caja Principal;RESUMEN DEL DIA;7.700,89;;1703
